beds,baths,size_m2,rent_thb,built_year,subdistrict,district,province
1,1.0,23.0,8000,,Bang Na,Bang Na,Bangkok
1,1.0,40.0,16000,,Phra Khanong Nuea,Vadhana,Bangkok
2,1.0,40.0,20000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,28.0,12000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,34.0,8000,,Bang Na,Bang Na,Bangkok
1,1.0,30.0,14000,,Bang Na,Bang Na,Bangkok
1,1.0,31.0,14000,,Bang Na,Bang Na,Bangkok
1,1.0,33.0,17000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,35.0,18000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,32.0,13000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,38.0,14000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,58.0,52000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,35.0,27000,,Lumphini,Pathum Wan,Bangkok
1,1.0,30.0,18000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,40.0,13500,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,54.39,65000,,Khlong Tan,Khlong Toei,Bangkok
,1.0,25.0,18000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,38.0,15000,,Phra Khanong,Khlong Toei,Bangkok
,1.0,44.0,20000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,44.0,45000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,27.0,19000,,Thanon Phet Buri,Ratchathewi,Bangkok
1,1.0,32.0,15000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,32.0,13500,,Bang Na,Bang Na,Bangkok
1,1.0,34.0,25000,,Si Phraya,Bang Rak,Bangkok
1,1.0,34.0,28000,,Si Phraya,Bang Rak,Bangkok
1,1.0,32.0,21000,,Makkasan,Ratchathewi,Bangkok
1,1.0,33.0,24000,,Makkasan,Ratchathewi,Bangkok
,1.0,27.0,11000,,Bang Na,Bang Na,Bangkok
1,1.0,44.0,24500,,Bang Chak,Phra Khanong,Bangkok
1,1.0,26.0,13000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,30.0,13000,,Bang Na,Bang Na,Bangkok
1,1.0,35.0,27000,,Si Phraya,Bang Rak,Bangkok
1,1.0,30.0,19500,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,35.0,26000,,Huai Khwang,Huai Khwang,Bangkok
,1.0,22.0,9000,,Bang Na,Bang Na,Bangkok
1,1.0,42.0,25000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,34.0,27000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,68.0,50000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,35.0,14000,,Bang Na,Bang Na,Bangkok
1,1.0,46.0,14000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,45.0,23000,,Makkasan,Ratchathewi,Bangkok
1,1.0,48.0,42000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,35.0,26000,,Si Phraya,Bang Rak,Bangkok
1,1.0,28.0,9500,,Suan Luang,Suan Luang,Bangkok
2,1.0,47.0,22000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,44.0,20000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,55.0,50000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,35.0,35000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,44.0,25000,,Thanon Phaya Thai,Ratchathewi,Bangkok
1,2.0,75.0,32000,,Thanon Phaya Thai,Ratchathewi,Bangkok
1,1.0,35.0,20000,,Makkasan,Ratchathewi,Bangkok
1,1.0,34.0,14500,,Bang Chak,Phra Khanong,Bangkok
1,1.0,48.0,29000,,Khlong Tan,Khlong Toei,Bangkok
,1.0,26.0,12000,,Hua Mak,Bang Kapi,Bangkok
2,1.0,42.0,15000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,47.0,28000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,38.0,25000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,55.0,23000,,Thanon Phet Buri,Ratchathewi,Bangkok
1,1.0,36.0,19000,,Bang Na,Bang Na,Bangkok
,1.0,28.0,25000,,Si Phraya,Bang Rak,Bangkok
1,1.0,30.0,30000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,55.0,49000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,28.0,28000,,Khlong Tan,Khlong Toei,Bangkok
,1.0,28.0,8000,,Suan Luang,Suan Luang,Bangkok
1,1.0,34.0,15000,,Hua Mak,Bang Kapi,Bangkok
2,1.0,53.0,55000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,47.13,18000,,Khlong Tan Nuea,Vadhana,Bangkok
2,1.0,66.0,17500,,Phra Khanong,Khlong Toei,Bangkok
2,1.0,108.0,19500,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,33.0,11000,,Bang Na,Bang Na,Bangkok
,1.0,37.0,8000,,Suan Luang,Suan Luang,Bangkok
1,1.0,29.0,12000,,Suan Luang,Suan Luang,Bangkok
1,1.0,26.0,14000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,34.0,20000,,Maha Phruettharam,Bang Rak,Bangkok
2,1.0,40.0,30000,,Makkasan,Ratchathewi,Bangkok
1,1.0,41.0,25000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,42.0,20000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,43.0,32000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,35.0,38000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,27.0,11000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,35.0,12000,,Din Daeng,Din Daeng,Bangkok
1,1.0,38.0,29000,,Thung Mahamek,Sathon,Bangkok
1,1.0,44.0,27000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,50.0,34000,,Si Lom,Bang Rak,Bangkok
1,1.0,45.0,31000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,42.0,24000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,56.0,45000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,53.0,45000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,58.0,55000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,35.0,25000,,Makkasan,Ratchathewi,Bangkok
2,1.0,53.0,24000,,Bang Na,Bang Na,Bangkok
,1.0,26.0,12000,,Bang Na,Bang Na,Bangkok
1,1.0,28.0,13000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,36.0,22000,,Bang Kapi,Huai Khwang,Bangkok
2,1.0,40.0,28000,,Makkasan,Ratchathewi,Bangkok
1,1.0,35.0,25000,,Khlong Toei Nuea,Vadhana,Bangkok
2,1.0,40.0,32000,,Makkasan,Ratchathewi,Bangkok
1,1.0,32.0,31000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,34.0,20000,,Bang Na,Bang Na,Bangkok
1,1.0,35.0,22000,,Makkasan,Ratchathewi,Bangkok
1,1.0,53.0,40000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,33.0,22000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,35.0,12900,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,34.0,20000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,35.0,22000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,37.0,15000,,Khlong Toei,Khlong Toei,Bangkok
2,1.0,41.0,32000,,Makkasan,Ratchathewi,Bangkok
1,1.0,32.0,25000,,Makkasan,Ratchathewi,Bangkok
1,1.0,35.0,16000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,41.0,25000,,Makkasan,Ratchathewi,Bangkok
1,1.0,80.0,15000,,Suan Luang,Suan Luang,Bangkok
,1.0,40.0,8000,,Suan Luang,Suan Luang,Bangkok
,1.0,35.0,18000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,38.0,38000,,Lumphini,Pathum Wan,Bangkok
1,1.0,57.0,60000,,Khlong Tan,Khlong Toei,Bangkok
,1.0,26.0,16000,,Chomphon,Chatuchak,Bangkok
1,1.0,35.0,8500,,Bang Chak,Phra Khanong,Bangkok
1,1.0,27.0,12500,,Bang Chak,Phra Khanong,Bangkok
1,1.0,43.0,25000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,43.0,50000,,Din Daeng,Din Daeng,Bangkok
1,1.0,49.0,28000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,35.0,28000,,Si Phraya,Bang Rak,Bangkok
1,1.0,58.0,37000,,Lumphini,Pathum Wan,Bangkok
1,1.0,49.0,23000,,Khlong Toei Nuea,Vadhana,Bangkok
,1.0,25.0,17000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,50.0,14500,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,35.0,22000,,Suan Luang,Suan Luang,Bangkok
1,1.0,50.0,32000,,Lumphini,Pathum Wan,Bangkok
1,1.0,37.0,33000,,Thung Mahamek,Sathon,Bangkok
2,1.0,45.0,49000,,Khlong Tan Nuea,Vadhana,Bangkok
,1.0,37.0,18000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,52.0,28000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,40.0,20000,,Si Lom,Bang Rak,Bangkok
1,1.0,34.0,13000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,45.0,34000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,46.0,30000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,35.0,11000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,30.0,15000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,26.0,9000,,Bang Na,Bang Na,Bangkok
1,1.0,60.0,52000,,Khlong Tan,Khlong Toei,Bangkok
,1.0,24.0,8500,,Bang Chak,Phra Khanong,Bangkok
1,1.0,54.0,68000,,Lumphini,Pathum Wan,Bangkok
1,1.0,30.0,8900,,Suan Luang,Suan Luang,Bangkok
1,1.0,37.0,16500,,Suan Luang,Suan Luang,Bangkok
1,1.0,26.0,8000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,55.0,42000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,34.0,25000,,Maha Phruettharam,Bang Rak,Bangkok
1,1.0,45.0,24500,,Makkasan,Ratchathewi,Bangkok
1,1.0,34.0,33000,,Khlong Toei Nuea,Vadhana,Bangkok
2,1.0,9.0,25000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,51.0,32000,,Phra Khanong Nuea,Vadhana,Bangkok
2,1.0,47.0,20000,,Bang Na,Bang Na,Bangkok
2,1.0,65.0,23000,,Phra Khanong Nuea,Vadhana,Bangkok
,1.0,22.0,12000,,Bang Chak,Phra Khanong,Bangkok
2,1.0,42.0,43500,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,30.0,11000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,45.0,29000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,32.0,19000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,60.0,25000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,66.0,47000,,Lumphini,Pathum Wan,Bangkok
1,1.0,58.0,44000,,Thung Mahamek,Sathon,Bangkok
1,1.0,34.0,28000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,45.0,17500,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,46.0,40000,,Lumphini,Pathum Wan,Bangkok
1,1.0,33.0,23000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,29.0,19500,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,23.0,8500,,Bang Na,Bang Na,Bangkok
1,1.0,35.0,19000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,53.0,26000,,Khlong Tan Nuea,Vadhana,Bangkok
,1.0,23.0,13000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,30.0,16000,,Suan Luang,Suan Luang,Bangkok
,1.0,23.0,12000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,35.0,18000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,34.0,34000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,28.0,9000,,Bang Na,Bang Na,Bangkok
1,1.0,29.0,9000,,Bang Na,Bang Na,Bangkok
1,1.0,29.0,13000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,48.0,45000,,Si Lom,Bang Rak,Bangkok
2,1.0,35.0,12000,,Bang Na,Bang Na,Bangkok
,1.0,26.0,10900,,Bang Na,Bang Na,Bangkok
,1.0,21.0,8000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,67.0,38000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,36.0,12000,,Nong Bon,Prawet,Bangkok
1,1.0,41.0,12000,,Bang Na,Bang Na,Bangkok
1,1.0,30.0,20000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,35.0,28000,,Maha Phruettharam,Bang Rak,Bangkok
1,1.0,35.0,30000,,Din Daeng,Din Daeng,Bangkok
1,1.0,35.0,25000,,Lumphini,Pathum Wan,Bangkok
1,1.0,31.0,30000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,37.0,6800,,Bang Na,Bang Na,Bangkok
,1.0,22.0,9000,,Suan Luang,Suan Luang,Bangkok
2,1.0,64.0,32000,,Sam Sen Nok,Huai Khwang,Bangkok
1,1.0,28.0,10000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,55.0,48000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,30.0,35000,,Khlong Tan Nuea,Vadhana,Bangkok
,1.0,23.0,7000,,Suan Luang,Suan Luang,Bangkok
1,1.0,49.0,69000,,Khlong Tan Nuea,Vadhana,Bangkok
,1.0,29.0,7500,,Bang Chak,Phra Khanong,Bangkok
1,1.0,58.0,65000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,33.0,22000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,48.0,35000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,30.0,8500,,Bang Na,Bang Na,Bangkok
1,1.0,47.0,30000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,47.0,20000,,Sam Sen Nok,Huai Khwang,Bangkok
,1.0,28.0,7500,,Suan Luang,Suan Luang,Bangkok
,1.0,25.0,95000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,35.0,13000,,Din Daeng,Din Daeng,Bangkok
1,1.0,25.0,12500,,Bang Na,Bang Na,Bangkok
1,1.0,30.0,15000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,52.0,30000,,Phra Khanong,Khlong Toei,Bangkok
2,1.0,72.0,69000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,52.0,33000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,36.0,28000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,30.0,13000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,25.0,7000,,Bang Na,Bang Na,Bangkok
1,1.0,28.0,12000,,Suan Luang,Suan Luang,Bangkok
1,1.0,57.0,75000,,Si Lom,Bang Rak,Bangkok
1,1.0,50.0,70000,,Si Lom,Bang Rak,Bangkok
1,1.0,48.0,21000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,31.0,18000,,Thanon Phet Buri,Ratchathewi,Bangkok
,1.0,22.0,9000,,Bang Chak,Phra Khanong,Bangkok
,1.0,28.0,25000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,39.0,15000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,36.0,18000,,Bang Na,Bang Na,Bangkok
1,1.0,40.0,20000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,45.0,30000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,45.0,20000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,24.0,6500,,Suan Luang,Suan Luang,Bangkok
1,1.0,30.0,13000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,43.0,43000,,Din Daeng,Din Daeng,Bangkok
1,1.0,43.0,55000,,Phra Khanong,Khlong Toei,Bangkok
1,2.0,63.0,25000,,Bang Na,Bang Na,Bangkok
1,1.0,35.0,9500,,Bang Na,Bang Na,Bangkok
1,1.0,34.0,23000,,Maha Phruettharam,Bang Rak,Bangkok
1,1.0,25.0,10000,,Bang Na,Bang Na,Bangkok
,1.0,25.0,12000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,41.0,32000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,30.0,14000,,Suan Luang,Suan Luang,Bangkok
1,1.0,50.0,30000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,25.0,11500,,Bang Na,Bang Na,Bangkok
1,1.0,34.0,15000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,64.0,55000,,Thung Wat Don,Sathon,Bangkok
1,1.0,44.0,50000,,Lumphini,Pathum Wan,Bangkok
1,1.0,30.0,17000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,34.0,26000,,Maha Phruettharam,Bang Rak,Bangkok
1,1.0,51.0,22000,,Bang Na,Bang Na,Bangkok
1,1.0,36.0,12500,,Bang Na,Bang Na,Bangkok
1,1.0,43.0,28000,,Phra Khanong,Khlong Toei,Bangkok
2,1.0,50.0,26000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,35.0,10000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,45.0,28000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,35.0,10000,,Bang Na,Bang Na,Bangkok
1,1.0,26.0,8000,,Bang Na,Bang Na,Bangkok
,1.0,25.0,9500,,Bang Chak,Phra Khanong,Bangkok
1,1.0,43.0,32000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,35.0,16000,,Bang Na,Bang Na,Bangkok
1,1.0,28.0,13000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,41.0,10000,,Bang Na,Bang Na,Bangkok
1,1.0,27.0,9500,,Bang Chak,Phra Khanong,Bangkok
1,1.0,26.0,10000,,Bang Na,Bang Na,Bangkok
1,1.0,35.0,13000,,Bang Na,Bang Na,Bangkok
1,1.0,41.0,11000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,32.0,9500,,Nuan Chan,Bueng Kum,Bangkok
,1.0,30.0,10000,,Sam Sen Nai,Phaya Thai,Bangkok
1,1.0,28.0,16000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,34.0,23000,,Bang Khun Phrom,Phra Nakhon,Bangkok
1,1.0,72.0,15000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,29.0,9500,,Bang Na,Bang Na,Bangkok
1,1.0,31.0,9500,,Bang Chak,Phra Khanong,Bangkok
1,1.0,44.0,39000,,Khlong Tan Nuea,Vadhana,Bangkok
,1.0,26.0,13000,,Makkasan,Ratchathewi,Bangkok
1,1.0,40.0,26500,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,28.0,12000,,Khlong Ton Sai,Khlong San,Bangkok
2,1.0,35.0,17000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,33.0,13000,,Phra Khanong Nuea,Vadhana,Bangkok
,1.0,35.0,30000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,36.0,12000,,Bang Na,Bang Na,Bangkok
,1.0,29.0,10000,,Bang Na,Bang Na,Bangkok
1,1.0,31.0,17000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,35.0,28000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,30.0,23000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,43.0,45000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,33.0,18000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,46.0,19000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,35.0,15500,,Bang Na,Bang Na,Bangkok
1,1.0,58.0,25000,,Lumphini,Pathum Wan,Bangkok
1,1.0,43.0,26000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,34.0,22000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,33.0,10000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,56.0,68000,,Lumphini,Pathum Wan,Bangkok
1,1.0,50.0,40000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,35.0,17000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,36.0,21000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,35.0,12000,,Suan Luang,Suan Luang,Bangkok
1,1.0,25.0,8500,,Bang Na,Bang Na,Bangkok
1,1.0,44.0,35000,,Khlong Tan Nuea,Vadhana,Bangkok
,1.0,33.0,18000,,Phra Khanong Nuea,Vadhana,Bangkok
,1.0,29.0,9500,,Bang Chak,Phra Khanong,Bangkok
1,1.0,29.0,14000,,Chong Nonsi,Yan Nawa,Bangkok
1,1.0,24.0,10000,,Bang Na,Bang Na,Bangkok
1,1.0,26.0,9500,,Bang Na,Bang Na,Bangkok
1,1.0,26.0,11000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,50.0,18000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,33.0,12000,,Bang Na,Bang Na,Bangkok
1,1.0,31.0,11000,,Suan Luang,Suan Luang,Bangkok
1,1.0,59.0,48000,,Khlong Tan Nuea,Vadhana,Bangkok
,1.0,26.0,8000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,22.0,10000,,Bang Na,Bang Na,Bangkok
1,1.0,30.0,22000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,35.0,35000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,32.0,22000,,Makkasan,Ratchathewi,Bangkok
,1.0,30.0,8500,,Bang Chak,Phra Khanong,Bangkok
1,1.0,29.8,30000,,Khlong Tan Nuea,Vadhana,Bangkok
,1.0,26.79,18000,,Thanon Phet Buri,Ratchathewi,Bangkok
1,1.0,57.0,23000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,66.0,40000,,Si Lom,Bang Rak,Bangkok
1,1.0,50.0,22000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,37.0,28000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,43.0,42000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,22.78,11000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,30.0,15000,,Hua Mak,Bang Kapi,Bangkok
1,1.0,30.0,10000,,Bang Na,Bang Na,Bangkok
2,1.0,73.85,18000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,49.0,60000,,Si Lom,Bang Rak,Bangkok
1,1.0,33.47,40000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,86.4,140000,,Lumphini,Pathum Wan,Bangkok
1,1.0,47.0,38000,,Lumphini,Pathum Wan,Bangkok
1,1.0,55.0,40000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,45.0,40000,,Phra Khanong,Khlong Toei,Bangkok
,1.0,33.0,35000,,Lumphini,Pathum Wan,Bangkok
1,4.0,56.0,62000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,53.0,47000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,56.0,37000,,Si Lom,Bang Rak,Bangkok
1,1.0,45.5,38000,,Si Phraya,Bang Rak,Bangkok
1,1.0,59.0,73000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,58.0,53000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,53.0,39000,,Suriyawong,Bang Rak,Bangkok
1,1.0,46.0,32000,,Si Lom,Bang Rak,Bangkok
2,1.0,58.0,33000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,30.0,16000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,44.5,36900,,Khlong Toei Nuea,Vadhana,Bangkok
1,2.0,60.0,55000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,34.5,38000,,Maha Phruettharam,Bang Rak,Bangkok
1,1.0,48.0,29000,,Maha Phruettharam,Bang Rak,Bangkok
1,1.0,38.0,32000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,42.5,38000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,58.0,35000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,47.5,47000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,50.0,40000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,46.0,48000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,50.0,35000,,Lumphini,Pathum Wan,Bangkok
1,1.0,35.0,33500,,Din Daeng,Din Daeng,Bangkok
1,1.0,49.0,55000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,34.66,32000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,38.7,38000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,29.7,20000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,46.0,20000,,Khlong Tan Nuea,Vadhana,Bangkok
2,1.0,48.0,42000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,45.0,28000,,Khlong Toei Nuea,Vadhana,Bangkok
2,1.0,51.5,35000,,Chomphon,Chatuchak,Bangkok
1,1.0,54.0,49000,,Khlong Tan,Khlong Toei,Bangkok
1,2.0,82.0,65000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,52.0,32000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,55.0,55000,,Lumphini,Pathum Wan,Bangkok
1,1.0,27.0,25000,,Sam Sen Nai,Phaya Thai,Bangkok
1,1.0,35.0,36000,,Suriyawong,Bang Rak,Bangkok
1,1.0,35.0,25000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,36.0,30000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,33.0,39500,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,47.0,20000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,27.0,26000,,Sam Sen Nai,Phaya Thai,Bangkok
2,1.0,55.0,40000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,40.0,18000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,38.0,32000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,42.0,30000,,Khlong Tan Nuea,Vadhana,Bangkok
2,1.0,72.0,32000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,60.0,30000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,45.0,25000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,45.0,30000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,53.0,72000,,Khlong Tan Nuea,Vadhana,Bangkok
1,2.0,80.0,42000,,Makkasan,Ratchathewi,Bangkok
1,1.0,36.0,38000,,Suriyawong,Bang Rak,Bangkok
1,1.0,43.0,38000,,Khlong Tan Nuea,Vadhana,Bangkok
,1.0,29.0,25000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,52.0,75000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,51.19,50000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,35.6,32000,,Suriyawong,Bang Rak,Bangkok
1,1.0,27.0,20000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,30.0,18000,,Thung Phaya Thai,Ratchathewi,Bangkok
1,1.0,54.5,41000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,35.0,35000,,Lumphini,Pathum Wan,Bangkok
2,1.0,85.0,42000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,36.0,20000,,Bang Kapi,Huai Khwang,Bangkok
